Academic Year,Aggregate Level,County Code,District Code,School Code,County Name,District Name,School Name,Reporting Category,"One-Year 
Graduate Count"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,GF,"218,416"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,GM,"215,181"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,GX,143
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RA,"44,783"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RB,"21,842"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RD,"2,477"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RF,"13,417"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RH,"228,745"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RI,"2,000"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RP,"2,075"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RT,"14,428"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,RW,"103,973"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SD,"42,050"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SE,"33,606"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SF,"2,417"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SH,"14,682"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SM,"3,075"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,SS,"248,296"
2020-21,T,00,00000,0000000,N/A,N/A,N/A,TA,"433,740"
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,GF,167
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,GM,141
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RA,8
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RB,103
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RD,2
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RF,3
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RH,143
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RI,2
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RP,7
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RT,15
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,RW,25
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,SD,31
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,SE,31
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,SF,7
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,SH,8
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,SS,222
2020-21,D,01,10017,0000000,Alameda,Alameda County Office of Education,District Office,TA,308
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,GF,50
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,GM,38
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RB,24
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RH,54
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RI,1
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RP,1
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RT,6
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,RW,2
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,SD,10
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,SE,10
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,SS,68
2020-21,S,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,TA,88
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,GM,18
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,RB,11
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,RH,6
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,RW,1
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,SD,5
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,SF,2
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,SH,4
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,SS,18
2020-21,S,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,TA,18
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,GF,20
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,GM,8
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,RB,9
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,RH,16
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,RP,1
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,RW,2
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,SD,4
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,SE,7
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,SF,2
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,SH,2
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,SS,22
2020-21,S,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,TA,28
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,GF,11
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,GM,6
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RA,2
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RB,1
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RD,1
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RF,2
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RH,1
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RT,2
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,RW,8
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,SD,1
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,SE,2
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,SS,8
2020-21,S,01,10017,0136101,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,TA,17
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,GF,86
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,GM,71
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RA,6
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RB,58
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RD,1
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RF,1
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RH,66
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RI,1
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RP,5
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RT,7
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,RW,12
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,SD,11
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,SE,12
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,SF,3
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,SH,2
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,SS,106
2020-21,S,01,10017,0136226,Alameda,Alameda County Office of Education,Opportunity Academy,TA,157
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,GF,17
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,GM,10
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,RA,4
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,RB,1
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,RF,1
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,RH,12
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,RW,9
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,SD,27
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,SS,27
2020-21,D,01,31617,0000000,Alameda,California School for the Deaf-Fremont (State Special Schl),District Office,TA,27
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,GF,17
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,GM,10
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,RA,4
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,RB,1
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,RF,1
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,RH,12
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,RW,9
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,SD,27
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,SS,27
2020-21,S,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,TA,27
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,GF,371
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,GM,443
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,GX,1
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RA,250
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RB,54
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RD,23
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RF,64
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RH,163
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RP,9
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RT,46
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,RW,206
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,SD,91
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,SE,60
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,SF,1
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,SH,5
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,SS,269
2020-21,D,01,61119,0000000,Alameda,Alameda Unified,District Office,TA,815
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",GF,2
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",RH,1
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",RW,1
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",SD,2
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",SS,2
2020-21,S,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",TA,2
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,GF,27
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,GM,16
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RA,25
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RB,1
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RD,2
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RF,4
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RH,4
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RT,2
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,RW,5
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,SD,1
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,SE,1
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,SH,1
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,SS,15
2020-21,S,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,TA,43
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,GF,21
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,GM,25
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RA,10
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RB,5
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RF,3
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RH,20
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RT,4
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,RW,4
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,SD,6
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,SE,1
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,SS,20
2020-21,S,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,TA,46
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,GF,171
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,GM,196
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RA,147
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RB,16
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RF,27
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RH,51
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RP,1
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RT,13
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,RW,112
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,SD,36
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,SE,18
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,SS,82
2020-21,S,01,61119,0130229,Alameda,Alameda Unified,Alameda High,TA,367
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,GF,24
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,GM,31
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,GX,1
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RA,5
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RD,20
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RF,1
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RH,10
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RT,3
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,RW,17
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,SD,7
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,SE,5
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,SS,12
2020-21,S,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,TA,56
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,GF,12
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,GM,19
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,RB,1
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,RH,28
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,RT,1
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,RW,1
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,SD,4
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,SE,17
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,SH,1
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,SS,31
2020-21,S,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,TA,31
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,GF,92
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,GM,129
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RA,59
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RB,21
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RD,1
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RF,27
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RH,32
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RP,6
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RT,19
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,RW,56
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,SD,19
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,SE,14
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,SH,3
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,SS,82
2020-21,S,01,61119,0132142,Alameda,Alameda Unified,Encinal Junior/Senior High,TA,221
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),GF,22
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),GM,27
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RA,4
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RB,10
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RF,2
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RH,17
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RP,2
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RT,4
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),RW,10
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),SD,16
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),SE,4
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),SF,1
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),SS,25
2020-21,S,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),TA,49
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,GF,125
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,GM,154
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,GX,1
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RA,98
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RB,8
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RD,3
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RF,4
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RH,38
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RP,1
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RT,27
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,RW,101
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,SD,20
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,SE,15
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,SH,1
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,SS,44
2020-21,D,01,61127,0000000,Alameda,Albany City Unified,District Office,TA,280
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),GF,7
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),GM,5
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),RA,3
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),RH,3
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),RT,3
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),RW,3
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),SD,1
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),SE,2
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),SS,2
2020-21,S,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),TA,12
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,GF,118
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,GM,149
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,GX,1
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RA,95
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RB,8
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RD,3
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RF,4
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RH,35
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RP,1
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RT,24
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,RW,98
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,SD,19
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,SE,13
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,SH,1
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,SS,42
2020-21,S,01,61127,0130450,Alameda,Albany City Unified,Albany High,TA,268
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,GF,403
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,GM,408
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RA,81
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RB,96
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RD,2
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RF,8
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RH,197
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RI,3
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RP,2
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RT,93
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,RW,329
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,SD,64
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,SE,32
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,SF,4
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,SH,29
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,SS,237
2020-21,D,01,61143,0000000,Alameda,Berkeley Unified,District Office,TA,811
2020-21,S,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",GF,1
2020-21,S,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",RW,1
2020-21,S,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",SD,1
2020-21,S,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",TA,1
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,GF,395
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,GM,386
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RA,80
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RB,85
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RD,1
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RF,8
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RH,184
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RI,3
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RP,2
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RT,93
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,RW,325
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,SD,55
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,SE,30
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,SF,1
2020-21,S,01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,SH,29
